,abilities,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,images,Pokemon ID,Description
633,['Hustle'],44.44444444444444,10240,35,420,16.666666666666664,Hostile Pokémon,28.88888888888889,1250000,1.4,27.95275590551181,Diheadジヘッド,634 Zweilous,50.0,634,29.89130434782609,23.809523809523807,30.28571428571429,dark,dragon,50.0,5,0,images/634.png,634,Zweilous is a Dark/Dragon type Pokémon introduced in Generation 5.
634,['Levitate'],55.55555555555556,10240,35,600,16.666666666666664,Brutal Pokémon,37.77777777777778,1250000,1.8,35.826771653543304,Sazandoraサザンドラ,635 Hydreigon,50.0,635,62.5,33.33333333333333,53.142857142857146,dark,dragon,160.0,5,0,images/635.png,635,"Hydreigon is a Dark/Dragon type Pokémon introduced in Generation 5. Hydreigon is a pseudo-legendary Pokémon. In Generation 9, a Paradox Pokémon Iron Jugulis was discovered, which bears a striking resemblance to Hydreigon."
635,"['Flame Body', 'Swarm']",44.44444444444444,10240,70,360,16.666666666666664,Torch Pokémon,22.22222222222222,1250000,1.1,21.25984251968504,Merlarvaメラルバ,636 Larvesta,50.0,636,21.73913043478261,16.666666666666664,31.428571428571427,bug,fire,28.8,5,0,images/636.png,636,Larvesta is a Bug/Fire type Pokémon introduced in Generation 5.
636,"['Flame Body', 'Swarm']",30.55555555555556,10240,70,550,4.761904761904762,Sun Pokémon,26.666666666666668,1250000,1.6,33.07086614173229,Ulgamothウルガモス,637 Volcarona,50.0,637,67.93478260869566,40.47619047619048,54.285714285714285,bug,fire,46.0,5,0,images/637.png,637,"Volcarona is a Bug/Fire type Pokémon introduced in Generation 5. In Generation 9, Paradox Pokémon Slither Wing and Iron Moth were discovered, which bear a striking resemblance to Volcarona."
637,['Justified'],47.22222222222222,20480,35,580,0.0,Iron Will Pokémon,55.11111111111112,1250000,2.1,35.43307086614173,Cobalonコバルオン,638 Cobalion,,638,43.47826086956522,24.761904761904763,58.85714285714285,steel,fighting,250.0,5,1,images/638.png,638,Cobalion is a Steel/Fighting type Pokémon introduced in Generation 5.
638,['Justified'],68.88888888888889,20480,35,580,0.0,Cavern Pokémon,37.77777777777778,1250000,1.9,35.43307086614173,Terrakionテラキオン,639 Terrakion,,639,33.69565217391305,33.33333333333333,58.85714285714285,rock,fighting,260.0,5,1,images/639.png,639,Terrakion is a Rock/Fighting type Pokémon introduced in Generation 5.
639,['Justified'],47.22222222222222,20480,35,580,0.0,Grassland Pokémon,29.77777777777777,1250000,2.0,35.43307086614173,Virizionビリジオン,640 Virizion,,640,43.47826086956522,51.90476190476191,58.85714285714285,grass,fighting,200.0,5,1,images/640.png,640,"Virizion is a Grass/Fighting type Pokémon introduced in Generation 5. In Generation 9, a Paradox Pokémon Iron Leaves was discovered, which bears a striking resemblance to Virizion."
640,"['Prankster', 'Defiant', 'Regenerator']",52.77777777777778,30720,90,580,0.0,Cyclone Pokémon,33.33333333333333,1250000,1.5,30.70866141732284,Tornelos (keshin Forme)トルネロス,641 Tornadus,100.0,641,54.34782608695652,33.33333333333333,66.28571428571428,flying,,63.0,5,1,images/641.png,641,Tornadus is a Flying type Pokémon introduced in Generation 5.
641,"['Prankster', 'Defiant', 'Volt Absorb']",55.55555555555556,30720,90,580,0.0,Bolt Strike Pokémon,28.88888888888889,1250000,1.5,30.70866141732284,Voltolos (keshin Forme)ボルトロス,642 Thundurus,100.0,642,73.36956521739131,28.57142857142857,54.85714285714286,electric,flying,61.0,5,1,images/642.png,642,Thundurus is an Electric/Flying type Pokémon introduced in Generation 5.
642,['Turboblaze'],63.888888888888886,30720,0,680,0.0,Vast White Pokémon,42.22222222222222,1250000,3.2,38.976377952755904,Reshiramレシラム,643 Reshiram,,643,76.08695652173914,47.61904761904761,48.57142857142857,dragon,fire,330.0,5,1,images/643.png,643,Reshiram is a Dragon/Fire type Pokémon introduced in Generation 5.
643,['Teravolt'],80.55555555555556,30720,0,680,0.0,Deep Black Pokémon,51.11111111111111,1250000,2.9,38.976377952755904,Zekromゼクロム,644 Zekrom,,644,59.78260869565217,38.095238095238095,48.57142857142857,dragon,electric,345.0,5,1,images/644.png,644,Zekrom is a Dragon/Electric type Pokémon introduced in Generation 5.
644,"['Sand Force', 'Sheer Force', 'Intimidate']",77.77777777777779,30720,90,600,0.0,Abundance Pokémon,37.77777777777778,1250000,1.5,34.645669291338585,Landlos (keshin Forme)ランドロス,645 Landorus,100.0,645,51.63043478260869,28.57142857142857,49.142857142857146,ground,flying,68.0,5,1,images/645.png,645,Landorus is a Ground/Flying type Pokémon introduced in Generation 5.
645,"['Pressure', 'Teravolt', 'Turboblaze']",63.888888888888886,30720,0,700,0.0,Boundary Pokémon,37.77777777777778,1250000,3.0,48.81889763779528,Kyuremキュレム,646 Kyurem,,646,86.95652173913044,38.095238095238095,51.42857142857142,dragon,ice,325.0,5,1,images/646.png,646,Kyurem is a Dragon/Ice type Pokémon introduced in Generation 5.
646,['Justified'],37.22222222222222,20480,35,580,0.0,Colt Pokémon,37.77777777777778,1250000,1.4,35.43307086614173,Keldeo (itsumo No Sugata)ケルディオ,647 Keldeo,,647,64.67391304347827,33.33333333333333,58.85714285714285,water,fighting,48.5,5,1,images/647.png,647,Keldeo is a Water/Fighting type Pokémon introduced in Generation 5.
647,['Serene Grace'],68.33333333333333,30720,100,600,0.0,Melody Pokémon,37.77777777777778,1250000,0.6,38.976377952755904,Meloetta (step Forme)メロエッタ,648 Meloetta,,648,36.41304347826087,27.142857142857142,70.28571428571428,normal,psychic,6.5,5,1,images/648.png,648,Meloetta is a Normal/Psychic type Pokémon introduced in Generation 5.
648,['Download'],63.888888888888886,30720,0,600,0.0,Paleozoic Pokémon,40.0,1250000,1.5,27.55905511811024,Genesectゲノセクト,649 Genesect,,649,59.78260869565217,35.714285714285715,53.71428571428572,bug,steel,82.5,5,1,images/649.png,649,Genesect is a Bug/Steel type Pokémon introduced in Generation 5.
649,"['Overgrow', 'Bulletproof']",31.11111111111111,5120,70,313,16.666666666666664,Spiky Nut Pokémon,26.666666666666668,1059860,0.4,21.65354330708661,Harimaronハリマロン,650 Chespin,88.1,650,20.65217391304348,11.904761904761903,18.857142857142858,grass,,9.0,6,0,images/650.png,650,"Chespin is a Grass type Pokémon introduced in Generation 6. Chespin has a tough shell covering its head and back. Despite having a curious nature that tends to get it in trouble, Chespin keeps an optimistic outlook and doesn't worry about small details. Chespin evolves into Quilladin at level 16."
650,"['Overgrow', 'Bulletproof']",40.55555555555556,5120,70,405,16.666666666666664,Spiny Armor Pokémon,40.0,1059860,0.7,23.62204724409449,Hariborgハリボーグ,651 Quilladin,88.1,651,25.0,18.09523809523809,29.714285714285715,grass,,29.0,6,0,images/651.png,651,"Quilladin is a Grass type Pokémon introduced in Generation 6. Upon evolution, the hard spikes on Quilladin's body grow even sturdier. Despite its prickly appearance, Quilladin is considered a gentle Pokémon that avoids battle. Quilladin evolves from Chespin at level 16, and evolves into Chesnaught at level 36."
651,"['Overgrow', 'Bulletproof']",56.66666666666666,5120,70,530,16.666666666666664,Spiny Armor Pokémon,52.0,1059860,1.6,34.25196850393701,Brigarronブリガロン,652 Chesnaught,88.1,652,34.78260869565217,26.190476190476197,33.714285714285715,grass,fighting,90.0,6,0,images/652.png,652,Chesnaught is a Grass/Fighting type Pokémon introduced in Generation 6. Chesnaught evolves from Quilladin at level 36.
652,"['Blaze', 'Magician']",22.22222222222222,5120,70,307,16.666666666666664,Fox Pokémon,15.555555555555555,1059860,0.4,15.354330708661418,Fokkoフォッコ,653 Fennekin,88.1,653,28.26086956521739,19.047619047619047,31.428571428571427,fire,,9.4,6,0,images/653.png,653,"Fennekin is a Fire type Pokémon introduced in Generation 6. Fennekin can be temperamental, but it tries to do its best for its Trainer. Searing heat blows from its ears. This Pokémon loves to snack on twigs. Fennekin evolves into Braixen at level 16."
653,"['Blaze', 'Magician']",30.0,5120,70,409,16.666666666666664,Fox Pokémon,23.555555555555557,1059860,1.0,22.83464566929134,Tairenarテールナー,654 Braixen,88.1,654,43.47826086956522,23.809523809523807,38.85714285714285,fire,,14.5,6,0,images/654.png,654,"Braixen is a Fire type Pokémon introduced in Generation 6. Braixen no longer eats branches but it still keeps a tree branch in its tail, which seems to calm the Pokémon. It will occasionally wield the branch in battle and use friction to light it on fire. Braixen evolves from Fennekin at level 16, and evolves into Delphox at level 36."
654,"['Blaze', 'Magician']",35.55555555555556,5120,70,534,16.666666666666664,Fox Pokémon,29.77777777777777,1059860,1.5,29.133858267716533,Mahoxyマフォクシー,655 Delphox,88.1,655,56.52173913043478,38.095238095238095,56.57142857142857,fire,psychic,39.0,6,0,images/655.png,655,Delphox is a Fire/Psychic type Pokémon introduced in Generation 6. Delphox evolves from Braixen at level 36.
655,"['Torrent', 'Protean']",28.33333333333333,5120,70,314,16.666666666666664,Bubble Frog Pokémon,15.555555555555555,1059860,0.3,15.748031496062993,Keromatsuケロマツ,656 Froakie,88.1,656,28.26086956521739,11.428571428571429,37.71428571428572,water,,7.0,6,0,images/656.png,656,"Froakie is a Water type Pokémon introduced in Generation 6. Froakie is both light and strong, making it capable of jumping incredibly high. The bubbles on its chest and back protect it from attacks. Froakie may appear absentminded, but in truth it pays close attention to its surroundings at all times. Froakie evolves into Frogadier at level 16."
656,"['Torrent', 'Protean']",32.22222222222222,5120,70,405,16.666666666666664,Bubble Frog Pokémon,20.88888888888889,1059860,0.6,20.866141732283463,Gekogashiraゲコガシラ,657 Frogadier,88.1,657,39.67391304347826,17.142857142857142,52.57142857142857,water,,10.9,6,0,images/657.png,657,"Frogadier is a Water type Pokémon introduced in Generation 6. During battle, Frogadier confounds its opponents by leaping about the ceiling or into trees. Its jumping skill improves greatly. Frogadier evolves from Froakie at level 16, and evolves into Greninja at level 36."
657,"['Torrent', 'Protean', 'Battle Bond']",77.77777777777779,5120,70,640,16.666666666666664,Ninja Pokémon,27.55555555555556,1059860,1.5,27.95275590551181,Gekkougaゲッコウガ,658 Greninja,88.1,658,77.71739130434783,24.285714285714285,72.57142857142857,water,dark,40.0,6,0,images/658.png,658,Greninja is a Water/Dark type Pokémon introduced in Generation 6. Greninja evolves from Frogadier at level 36. Greninja has a new form Ash-Greninja introduced in Pokémon Sun/Moon.
658,"['Pickup', 'Cheek Pouch', 'Huge Power']",17.22222222222222,3840,70,237,100.0,Digging Pokémon,14.666666666666666,1000000,0.4,14.566929133858268,Horubeeホルビー,659 Bunnelby,50.0,659,11.956521739130435,7.6190476190476195,29.714285714285715,normal,,5.0,6,0,images/659.png,659,"Bunnelby is a Normal type Pokémon introduced in Generation 6. Bunnelby is based on a rabbit. It creates its den by digging in the ground with its large, shovel-shaped ears. They are strong enough to chop right through thick tree roots. Bunnelby evolves into Diggersby at level 20."
659,"['Pickup', 'Cheek Pouch', 'Huge Power']",28.33333333333333,3840,70,423,49.2063492063492,Digging Pokémon,32.0,1000000,1.0,33.07086614173229,Horudoホルード,660 Diggersby,50.0,660,21.73913043478261,27.142857142857142,41.71428571428572,normal,ground,42.4,6,0,images/660.png,660,Diggersby is a Normal/Ground type Pokémon introduced in Generation 6. Diggersby evolves from Bunnelby at level 20.
660,"['Big Pecks', 'Gale Wings']",25.0,3840,70,278,100.0,Tiny Robin Pokémon,16.88888888888889,1059860,0.3,17.322834645669293,Yayakomaヤヤコマ,661 Fletchling,50.0,661,16.304347826086957,8.571428571428571,32.57142857142858,normal,flying,1.7,6,0,images/661.png,661,"Fletchling is a Normal/Flying type Pokémon introduced in Generation 6. It has a friendly nature and a beautiful chirp, but Fletchling is also known to be ferocious in battle, capable of unleashing relentless attacks. It evolves into Fletchinder at level 17."
661,"['Flame Body', 'Gale Wings']",37.77777777777778,3840,70,382,46.42857142857143,Ember Pokémon,22.22222222222222,1059860,0.7,24.015748031496063,Hinoyakomaヒノヤコマ,662 Fletchinder,50.0,662,25.0,15.23809523809524,45.14285714285714,fire,flying,16.0,6,0,images/662.png,662,Fletchinder is a Fire/Flying type Pokémon introduced in Generation 6. Fletchinder evolves from Fletchling at level 17 and evolves into Talonflame at level 35.
662,"['Flame Body', 'Gale Wings']",42.22222222222222,3840,70,499,16.666666666666664,Scorching Pokémon,29.33333333333333,1059860,1.2,30.314960629921263,Fiarrowファイアロー,663 Talonflame,50.0,663,34.78260869565217,23.33333333333333,69.14285714285714,fire,flying,24.5,6,0,images/663.png,663,"Talonflame is a Fire/Flying type Pokémon introduced in Generation 6. It dives at foes, and then attacks with devastating kicks. It evolves from Fletchinder at level 35."
663,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",16.666666666666664,3840,70,200,100.0,Scatterdust Pokémon,15.555555555555555,1000000,0.3,14.566929133858268,Kofukimushiコフキムシ,664 Scatterbug,50.0,664,9.239130434782608,2.380952380952381,17.142857142857142,bug,,2.5,6,0,images/664.png,664,Scatterbug is a Bug type Pokémon introduced in Generation 6. Scatterbug resides mostly in forests and wild plains. It uses the fur around its neck to control its body temperature.
664,"['Shed Skin', 'Friend Guard']",9.444444444444445,3840,70,213,46.42857142857143,Scatterdust Pokémon,24.444444444444443,1000000,0.3,17.322834645669293,Kofuuraiコフーライ,665 Spewpa,50.0,665,9.239130434782608,4.761904761904762,13.714285714285715,bug,,8.4,6,0,images/665.png,665,Spewpa is a Bug type Pokémon introduced in Generation 6.
665,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",26.111111111111114,3840,70,411,16.666666666666664,Scale Pokémon,20.0,1000000,1.2,31.10236220472441,Viviyonビビヨン,666 Vivillon,50.0,666,43.47826086956522,14.285714285714285,48.0,bug,flying,17.0,6,0,images/666.png,666,"Vivillon is a Bug/Flying type Pokémon introduced in Generation 6. Vivillon has 18 different forms, depending on the region set on the 3DS. (Once encountered, changing the region does not change the form found.) There are also two event-exclusive patterns. The forms are:"
666,"['Rivalry', 'Unnerve', 'Moxie']",25.0,5120,70,369,86.11111111111111,Lion Cub Pokémon,23.555555555555557,1059860,0.6,24.015748031496063,Shishikoシシコ,667 Litleo,11.2,667,34.23913043478261,16.19047619047619,38.285714285714285,fire,normal,13.5,6,0,images/667.png,667,"Litleo is a Fire/Normal type Pokémon introduced in Generation 6. Its mane blazes with heat during battle, burning hotter and hotter the stronger its opponent."
667,"['Rivalry', 'Unnerve', 'Moxie']",35.0,5120,70,507,24.6031746031746,Royal Pokémon,29.77777777777777,1059860,1.5,33.46456692913386,Kaenjishiカエンジシ,668 Pyroar,11.2,668,53.80434782608695,21.904761904761905,57.71428571428572,fire,normal,81.5,6,0,images/668.png,668,"Pyroar is a Fire/Normal type Pokémon introduced in Generation 6. Male and female Pyroar have different forms - the male has a large mane, while the female is more sleek. Both have the same stats/attributes."
668,"['Flower Veil', 'Symbiosis']",18.33333333333333,5120,70,303,88.09523809523809,Single Bloom Pokémon,15.11111111111111,1000000,0.1,16.92913385826772,Flabebeフラベベ,669 Flabébé,0.0,669,27.717391304347828,28.09523809523809,21.142857142857142,fairy,,0.1,6,0,images/669.png,669,"Flabébé is a Fairy type Pokémon introduced in Generation 6. Flabébé has several forms, based on the flower it is holding. They are each found in wild flower patches corresponding to its color. The forms are: Yellow Flower, Red Flower, Orange Flower, Blue Flower and White Flower."
669,"['Flower Veil', 'Symbiosis']",33.33333333333333,5120,70,551,46.42857142857143,Fairy Pokémon,27.55555555555556,1000000,0.2,28.74015748031496,Floetteフラエッテ,670 Floette,0.0,670,62.5,51.42857142857142,49.71428571428572,fairy,,0.9,6,0,images/670.png,670,"Floette is a Fairy type Pokémon introduced in Generation 6. Like Flabébé, Floette has several forms: Yellow Flower, Red Flower, Orange Flower, Blue Flower and White Flower."
670,"['Flower Veil', 'Symbiosis']",33.33333333333333,5120,70,552,16.666666666666664,Garden Pokémon,28.000000000000004,1000000,1.1,30.314960629921263,Florgesフラージェス,671 Florges,0.0,671,55.434782608695656,63.8095238095238,40.0,fairy,,10.0,6,0,images/671.png,671,"Florges is a Fairy type Pokémon introduced in Generation 6. Like Flabébé, Florges has several forms: Yellow Flower, Red Flower, Orange Flower, Blue Flower and White Flower."
671,"['Sap Sipper', 'Grass Pelt']",33.33333333333333,5120,70,350,78.17460317460318,Mount Pokémon,19.11111111111111,1000000,0.9,25.590551181102363,Meecleメェークル,672 Skiddo,50.0,672,28.26086956521739,17.61904761904762,26.857142857142858,grass,,31.0,6,0,images/672.png,672,Skiddo is a Grass type Pokémon introduced in Generation 6. Skiddo is said to have been the first Pokémon to live alongside humans. It has become able to read the feelings of its riders through their grip on its horns.
672,"['Sap Sipper', 'Grass Pelt']",52.77777777777778,5120,70,531,16.666666666666664,Mount Pokémon,25.333333333333336,1000000,1.7,48.031496062992126,Gogoatゴーゴート,673 Gogoat,50.0,673,47.28260869565217,29.04761904761905,36.0,grass,,91.0,6,0,images/673.png,673,"Gogoat is a Grass type Pokémon introduced in Generation 6. Gogoat is so large that people are able to ride on its back. It's very calm, and can form a strong bond with its Trainer's feelings when its Trainer grabs onto its horns."
673,"['Iron Fist', 'Mold Breaker', 'Scrappy']",42.77777777777778,6400,70,348,86.11111111111111,Playful Pokémon,25.333333333333336,1000000,0.6,25.984251968503933,Yanchamヤンチャム,674 Pancham,50.0,674,19.565217391304348,13.333333333333334,21.714285714285715,fighting,,8.0,6,0,images/674.png,674,"Pancham is a Fighting type Pokémon introduced in Generation 6. With its trademark leaf always sticking out of its mouth, Pancham tries to intimidate its opponents by glaring at them intensely (although this is rarely successful)."
674,"['Iron Fist', 'Mold Breaker', 'Scrappy']",66.11111111111111,6400,70,495,24.6031746031746,Daunting Pokémon,32.44444444444444,1000000,2.1,37.00787401574803,Gorondaゴロンダ,675 Pangoro,50.0,675,32.065217391304344,24.285714285714285,30.28571428571429,fighting,dark,136.0,6,0,images/675.png,675,"Pangoro is a Fighting/Dark type Pokémon introduced in Generation 6. Pangoro is a cantankerous Pokémon, but it has a strong heart and doesn't forgive those who pick on the weak."
675,['Fur Coat'],41.66666666666667,5120,70,472,62.301587301587304,Poodle Pokémon,24.444444444444443,1000000,1.2,29.133858267716533,Trimmienトリミアン,676 Furfrou,50.0,676,29.89130434782609,33.33333333333333,55.42857142857143,normal,,28.0,6,0,images/676.png,676,"Furfrou is a Normal type Pokémon introduced in Generation 6. Furfrou can have its appearance changed by grooming. There are number of different appearances it can take, and the more it's groomed, the more styles become available. Furfrou is also considered very intelligent and loyal to its Trainer. It's said that in ancient times, Furfrou guarded the king of Kalos."
676,"['Keen Eye', 'Infiltrator', 'Own Tempo']",23.88888888888889,5120,70,355,74.20634920634922,Restraint Pokémon,21.77777777777777,1000000,0.3,24.015748031496063,Nyasperニャスパー,677 Espurr,50.0,677,28.80434782608696,19.047619047619047,36.0,psychic,,3.5,6,0,images/677.png,677,Espurr is a Psychic type Pokémon introduced in Generation 6. The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out.
677,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",23.88888888888889,5120,70,466,28.57142857142857,Constraint Pokémon,31.555555555555557,1000000,0.6,28.74015748031496,Nyaonixニャオニクス,678 Meowstic,50.0,678,39.67391304347826,29.04761904761905,56.57142857142857,psychic,,8.5,6,0,images/678.png,678,"Meowstic is a Psychic type Pokémon introduced in Generation 6. Meowstic is based on a cat. The organs within Meowstic's ears possess a formidable psychic power, so it usually keeps them clamped shut. But when Meowstic is threatened, it will lift its ears and release this power. Meowstic has different forms depending on its gender. The male is mainly blue and learns more defensive moves; the female is mainly white and learns more attacking moves."
678,['No Guard'],41.66666666666667,5120,70,325,70.23809523809523,Sword Pokémon,42.22222222222222,1000000,0.8,17.322834645669293,Hitotsukiヒトツキ,679 Honedge,50.0,679,13.586956521739127,8.095238095238095,13.142857142857142,steel,ghost,2.0,6,0,images/679.png,679,Honedge is a Steel/Ghost type Pokémon introduced in Generation 6.
679,['No Guard'],58.333333333333336,5120,70,448,34.523809523809526,Sword Pokémon,64.44444444444444,1000000,0.8,22.83464566929134,Nidangillニダンギル,680 Doublade,50.0,680,19.021739130434785,13.80952380952381,17.142857142857142,steel,ghost,4.5,6,0,images/680.png,680,Doublade is a Steel/Ghost type Pokémon introduced in Generation 6. Doublade is capable of carrying out intricate attacks by telepathically coordinating its two blades to deliver twice the slice in battle.
680,['Stance Change'],80.55555555555556,5120,70,520,16.666666666666664,Royal Sword Pokémon,20.0,1000000,1.7,23.228346456692915,Gillgardギルガルド,681 Aegislash,50.0,681,76.08695652173914,14.285714285714285,31.428571428571427,steel,ghost,53.0,6,0,images/681.png,681,"Aegislash is a Steel/Ghost type Pokémon introduced in Generation 6. Aegislash has two different forms - Shield Forme, which is more defensive, and Blade Forme, which is more offensive. Its ability, Stance Change, causes Aegislash to change into Shield Forme when a defensive move is used, or change into Blade Forme when an attacking move is used."
681,"['Healer', 'Aroma Veil']",26.111111111111114,5120,70,341,78.17460317460318,Perfume Pokémon,24.444444444444443,1000000,0.2,30.314960629921263,Shushupuシュシュプ,682 Spritzee,50.0,682,28.80434782608696,21.428571428571427,10.285714285714285,fairy,,0.5,6,0,images/682.png,682,"Spritzee is a Fairy type Pokémon introduced in Generation 6. It emits a unique fragrance from its body, and any who smell it fall under its spell."
682,"['Healer', 'Aroma Veil']",37.22222222222222,5120,70,462,54.36507936507936,Fragrance Pokémon,29.77777777777777,1000000,0.8,39.37007874015748,Frefuwanフレフワン,683 Aromatisse,50.0,683,48.369565217391305,32.857142857142854,13.714285714285715,fairy,,15.5,6,0,images/683.png,683,"Aromatisse is a Fairy type Pokémon introduced in Generation 6. Aromatisse can give off a variety of different smells, from a pleasant fragrance to an odor so repugnant to its opponent that it can turn a battle in its favor."
683,"['Sweet Veil', 'Unburden']",23.88888888888889,5120,70,341,78.17460317460318,Cotton Candy Pokémon,27.111111111111114,1000000,0.4,24.015748031496063,Peroppafuペロッパフ,684 Swirlix,50.0,684,26.6304347826087,17.61904761904762,25.142857142857142,fairy,,3.5,6,0,images/684.png,684,"Swirlix is a Fairy type Pokémon introduced in Generation 6. It loves sweets and eats nothing else, making its body as sweet and sticky as cotton candy."
684,"['Sweet Veil', 'Unburden']",41.66666666666667,5120,70,480,54.36507936507936,Meringue Pokémon,36.0,1000000,0.8,31.88976377952756,Peroreamペロリーム,685 Slurpuff,50.0,685,40.76086956521739,26.190476190476197,38.285714285714285,fairy,,5.0,6,0,images/685.png,685,"Slurpuff is a Fairy type Pokémon introduced in Generation 6. Slurpuff has an unbelievable sense of smell - a hundred million times more sensitive than that of humans. With its highly attuned senses, it can distinguish the faintest of odors."
685,"['Contrary', 'Suction Cups', 'Infiltrator']",27.22222222222222,5120,70,288,74.20634920634922,Revolving Pokémon,21.333333333333336,1000000,0.4,20.47244094488189,Maaiikaマーイーカ,686 Inkay,50.0,686,14.673913043478262,12.38095238095238,22.857142857142858,dark,psychic,3.5,6,0,images/686.png,686,Inkay is a Dark/Psychic type Pokémon introduced in Generation 6. Transmitters above Inkay's eyes have the ability to drain the will to fight from other Pokémon. It uses this skill to run and hide when attacked by stronger enemies.
686,"['Contrary', 'Suction Cups', 'Infiltrator']",48.333333333333336,5120,70,482,30.555555555555557,Overturning Pokémon,36.888888888888886,1000000,1.5,33.46456692913386,Calamaneroカラマネロ,687 Malamar,50.0,687,31.521739130434785,26.190476190476197,38.85714285714285,dark,psychic,47.0,6,0,images/687.png,687,Malamar is a Dark/Psychic type Pokémon introduced in Generation 6. Malamar wields some of the strongest hypnotic powers of any Pokémon and can make its opponents bend to its will.
687,"['Tough Claws', 'Sniper', 'Pickpocket']",26.111111111111114,5120,70,306,46.42857142857143,Two-Handed Pokémon,27.55555555555556,1000000,0.5,16.141732283464567,Kameteteカメテテ,688 Binacle,50.0,688,15.760869565217392,17.142857142857142,25.71428571428571,rock,water,31.0,6,0,images/688.png,688,Binacle is a Rock/Water type Pokémon introduced in Generation 6.
688,"['Tough Claws', 'Sniper', 'Pickpocket']",55.55555555555556,5120,70,500,16.666666666666664,Collective Pokémon,48.888888888888886,1000000,1.3,27.95275590551181,Gamenodesガメノデス,689 Barbaracle,50.0,689,23.91304347826087,31.428571428571427,36.0,rock,water,96.0,6,0,images/689.png,689,Barbaracle is a Rock/Water type Pokémon introduced in Generation 6.
689,"['Poison Point', 'Poison Touch', 'Adaptability']",30.55555555555556,5120,70,320,88.09523809523809,Mock Kelp Pokémon,24.444444444444443,1000000,0.5,19.291338582677163,Kuzumoクズモー,690 Skrelp,50.0,690,27.173913043478255,19.047619047619047,14.285714285714285,poison,water,7.3,6,0,images/690.png,690,"Skrelp is a Poison/Water type Pokémon introduced in Generation 6. Disguised by its shape, Skrelp pretends to be a piece of seaweed. When prey gets too close, Skrelp bathes it in poison to keep it from struggling."
690,"['Poison Point', 'Poison Touch', 'Adaptability']",38.88888888888889,5120,70,494,20.634920634920633,Mock Kelp Pokémon,37.77777777777778,1000000,1.8,25.196850393700785,Dramidoroドラミドロ,691 Dragalge,50.0,691,47.28260869565217,49.04761904761904,22.285714285714285,poison,dragon,81.5,6,0,images/691.png,691,"Dragalge is a Poison/Dragon type Pokémon introduced in Generation 6. Tales are told of ships that wander into seas where Dragalge live, never to return. When Dragalge evolves from Skrelp, its loses its Water type and gains Dragon type."
691,['Mega Launcher'],26.666666666666668,3840,70,330,88.09523809523809,Water Gun Pokémon,25.333333333333336,1250000,0.5,19.291338582677163,Udeppouウデッポウ,692 Clauncher,50.0,692,26.08695652173913,20.476190476190474,22.285714285714285,water,,8.3,6,0,images/692.png,692,Clauncher is a Water type Pokémon introduced in Generation 6. It has an oversized claw on one of its arms. This useful claw can seize prey and shoot water at others as a projectile.
692,['Mega Launcher'],37.77777777777778,3840,70,500,20.634920634920633,Howitzer Pokémon,36.888888888888886,1250000,1.3,27.55905511811024,Blosterブロスター,693 Clawitzer,50.0,693,59.78260869565217,32.857142857142854,30.85714285714285,water,,35.3,6,0,images/693.png,693,Clawitzer is a Water type Pokémon introduced in Generation 6.
693,"['Dry Skin', 'Sand Veil', 'Solar Power']",18.33333333333333,5120,70,289,74.20634920634922,Generator Pokémon,12.444444444444445,1000000,0.5,16.92913385826772,Erikiteruエリキテル,694 Helioptile,50.0,694,27.717391304347828,10.952380952380953,37.142857142857146,electric,normal,6.0,6,0,images/694.png,694,"Helioptile is an Electric/Normal type Pokémon introduced in Generation 6. It charges itself by bathing in the light of the sun, providing it with enough energy that it doesn't need to eat."
694,"['Dry Skin', 'Sand Veil', 'Solar Power']",27.77777777777778,5120,70,481,28.57142857142857,Generator Pokémon,20.88888888888889,1000000,1.0,24.015748031496063,Elezardエレザード,695 Heliolisk,50.0,695,53.80434782608695,35.23809523809524,59.42857142857143,electric,normal,21.0,6,0,images/695.png,695,Heliolisk is an Electric/Normal type Pokémon introduced in Generation 6.
695,"['Strong Jaw', 'Sturdy']",46.66666666666666,7680,70,362,16.666666666666664,Royal Heir Pokémon,32.0,1000000,0.8,22.440944881889763,Chigorasチゴラス,696 Tyrunt,88.1,696,19.021739130434785,11.904761904761903,24.571428571428573,rock,dragon,26.0,6,0,images/696.png,696,"Tyrunt is a Rock/Dragon type Pokémon introduced in Generation 6. It's believed that Tyrunt is over one hundred million years old. The Pokémon is known to be a bit selfish, and will throw a fit when it doesn't like something. Tyrunt is obtained by reviving it from the Jaw Fossil."
696,"['Strong Jaw', 'Rock Head']",64.44444444444444,7680,70,521,16.666666666666664,Despot Pokémon,50.66666666666667,1000000,2.5,31.88976377952756,Gachigorasガチゴラス,697 Tyrantrum,88.1,697,32.065217391304344,18.571428571428573,37.71428571428572,rock,dragon,270.0,6,0,images/697.png,697,Tyrantrum is a Rock/Dragon type Pokémon introduced in Generation 6. Tyrantrum's jaws can shred thick metal plates as if they were paper.
